customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
80ab4585890fb5396fa66cb58066447d,81,1,154.05,3,3,3,333,Loyal Customers
80acb244f16eb759ec0bafcb47c21cce,208,1,54.11,1,3,1,131,Lost
80acb3276f8c1309c044141f104f85b9,129,1,102.17,3,3,2,332,Loyal Customers
80ad906b5e2e5d97b96c167d244e9e0d,155,1,114.37,2,3,3,233,At Risk
80ae28c4554af2188467f02733411c07,59,1,134.32,4,3,3,433,Champions
80ae2b955cc61a3d39194572dd3fb0f2,172,1,40.55,2,3,1,231,Can't Lose Them
80af9eeefb3f29dc82e93202d89134d8,139,1,69.9,2,3,2,232,At Risk
80b26789f069971fc4b1483f33f545c2,151,1,404.17,2,3,4,234,At Risk
80b2dd0afbb9c18f5cce702acc2947b9,167,1,78.32,2,3,2,232,At Risk
80b33b056d950694513bbe083d526ea5,202,1,82.98,1,3,2,132,Lost
80b39f9a692035c0d939375242786129,41,1,418.9,4,3,4,434,Champions
80b5a39f1962bdc67b8ac0a96936a7b6,110,1,780.16,3,3,4,334,Loyal Customers
80b7b8a1805fa231354410ca34138c7c,180,1,5816.25,2,3,4,234,At Risk
80b86a02fc5a84c2fe32d9884a5f02f1,21,1,97.32,4,3,2,432,Loyal Customers
80b980f78e474fd033f298daeb5663f2,55,1,49.39,4,3,1,431,Loyal Customers
80ba7144e275fc24797e4516f48f2bcc,38,1,136.76,4,3,3,433,Champions
80baedbeaca5cccacb1118378473cbac,194,1,116.13,1,3,3,133,Lost
80bf2dc073c61bbc818115f50bf8cb15,68,1,304.5,4,3,4,434,Champions
80bfc87185a9c58d5cd94377c31e8d88,14,1,318.44,4,3,4,434,Champions
80c0276f1c674e7b026d5a39799afaa4,202,1,65.71,1,3,2,132,Lost
80c07a5d6b086b8c179589f4521e04f2,245,1,210.6,1,3,4,134,Lost
80c33f6cbd2a66817b9961bfb0f13be9,224,1,117.85,1,3,3,133,Lost
80c3e1b1c8f720ec46e79b796b128022,49,1,102.48,4,3,2,432,Loyal Customers
80c4dc46956f0f6a5ed3e574353e0f71,113,1,630.09,3,3,4,334,Loyal Customers
80c5a8a72a0e717fbf9633153eb9e3df,187,1,65.61,2,3,2,232,At Risk
80c6469c7aec5761a0a4805b335c321b,134,1,107.35,2,3,2,232,At Risk
80c666119b87238e8635dde95dd66b29,237,1,49.74,1,3,1,131,Lost
80c6c2c72b6a846b395f3a58a2431e7a,179,1,53.7,2,3,1,231,Can't Lose Them
80c74074b2a3c419ee813c0b31ef95c7,33,1,343.74,4,3,4,434,Champions
80cac977e2c0f7c86d46ba03d8a6ccce,168,1,188.06,2,3,3,233,At Risk
80cbadc786014b90f9ca6ca5eb2017b5,238,1,165.8,1,3,3,133,Lost
80cd6471cc015cdc037bb17791e1ccc6,17,1,150.12,4,3,3,433,Champions
80cf3943842f6958c9e9f130608988cc,77,1,118.35,3,3,3,333,Loyal Customers
80d02feec2eb2a0d3534442afe4e0e2a,123,1,146.95,3,3,3,333,Loyal Customers
80d1b0a1bf64b3976917a886a2dd62dd,19,1,492.92,4,3,4,434,Champions
80d2dfca15a87fe59c2fafc53f1a7ffb,19,1,77.11,4,3,2,432,Loyal Customers
80d373de62c0d5d296dc5530e68c7974,110,1,54.9,3,3,1,331,Loyal Customers
80d559f43415392b923172d3a7137c60,57,1,153.1,4,3,3,433,Champions
80d7691ff5ead76eb2323976bdb0f88a,124,1,120.88,3,3,3,333,Loyal Customers
80d7fa5801ca75a9d403e96d31d634da,61,1,121.9,4,3,3,433,Champions
80db197009855f59c9777f86181fb1e2,189,1,130.1,1,3,3,133,Lost
80db9468205ab8feeb73722948bbce52,200,1,34.0,1,3,1,131,Lost
80ded7f148068beb75d793df04bb020f,194,1,163.81,1,3,3,133,Lost
80e0bf8407fae789e9ddecd01e40625c,137,1,94.79,2,3,2,232,At Risk
80e27a85f7cac0e732e16e034f75ebfb,190,1,64.17,1,3,2,132,Lost
80e41f2c55ff25bd7a53ce33e5f799da,134,1,88.31,2,3,2,232,At Risk
80e535ac93366a42b2022d744cef5be3,190,1,113.2,1,3,3,133,Lost
80ea58aa49a62dcb9d6c29b6ff65e158,172,1,53.61,2,3,1,231,Can't Lose Them
80eb352548a102a3cf822da58237ce6b,219,1,63.27,1,3,2,132,Lost
80f158d248aef00ea96be1dc23ae1411,80,1,209.43,3,3,4,334,Loyal Customers
80f1da109c3348abf3ad13821c6d962a,145,1,340.07,2,3,4,234,At Risk
80f27570cea5cda9ad0477ce727c9e72,59,1,145.12,4,3,3,433,Champions
80f28b0ec74ffaa1da8ac89d35898d0f,208,1,89.36,1,3,2,132,Lost
80f2d28c54c8a5611e5109bcbbd63490,238,1,21.1,1,3,1,131,Lost
80f3395a6ea10e0c83ba9ee52ca25086,12,1,126.9,4,3,3,433,Champions
80f48bf1d049cdecddea8ea5086b1264,137,1,136.6,2,3,3,233,At Risk
80f9045398977e9bc6a03fc765f4d95c,168,1,146.68,2,3,3,233,At Risk
80f93f1fabe7772d559a7c349667af0e,102,1,13.39,3,3,1,331,Loyal Customers
80fa5e87f845ffa3b3176cc677e842cf,25,1,109.81,4,3,2,432,Loyal Customers
80fa776fe16acffbe2108e3dcf9d4dfb,234,1,96.09,1,3,2,132,Lost
80facf8c48b121912c78f67a6e1490be,116,1,76.86,3,3,2,332,Loyal Customers
80fb4591a82a055c4f9c11944ab2abbb,142,1,92.06,2,3,2,232,At Risk
80fca6556f3be9f3dfe121d9466c5acf,87,1,960.49,3,3,4,334,Loyal Customers
80fce2f155c56d38186ae276a2280006,237,1,314.13,1,3,4,134,Lost
80fd5c24c23e4e64a13561bbd1b62ea5,244,1,654.41,1,3,4,134,Lost
8100182ef5153393aaa0b0ee5e7c0fb7,105,1,87.32,3,3,2,332,Loyal Customers
8100eea287c70641a7af75e848cae7a6,45,1,120.2,4,3,3,433,Champions
8105703f93b22552cc54833b05568660,22,1,69.63,4,3,2,432,Loyal Customers
8106875d8a76c94534a5cece49730acd,110,1,160.52,3,3,3,333,Loyal Customers
8108be015f1623687cb6582904cf4fb7,245,1,56.79,1,3,1,131,Lost
810923268bc2be268d447dd5c892a5ce,144,1,348.77,2,3,4,234,At Risk
810a1114071535cd94e036517d4f95d7,102,1,34.03,3,3,1,331,Loyal Customers
810a5491fe59470da18d8c7c65f867e5,57,1,372.48,4,3,4,434,Champions
810aa131ec726be20478b44bae2d8934,126,1,836.44,3,3,4,334,Loyal Customers
810b687b8ef323856fa272f6049d6863,128,1,68.22,3,3,2,332,Loyal Customers
810c7f3d2980da39feb31e235cc6875b,208,1,420.13,1,3,4,134,Lost
810d6e6ff6e67c94075b39488b77632c,167,1,588.64,2,3,4,234,At Risk
810eaa5351d02199e8f4b53de15008df,223,1,87.16,1,3,2,132,Lost
8110c15004d4a39eea1ca78bf5e6cfe6,76,1,21.36,3,3,1,331,Loyal Customers
8110d60f8d49ab980e779037b5b57fb0,117,1,118.96,3,3,3,333,Loyal Customers
81112d3c8ff7d1dc7b26c0f2052012ab,240,1,65.78,1,3,2,132,Lost
811148a7f154ead231a5f3c0ee7b667a,209,1,187.84,1,3,3,133,Lost
81114b373fba246b9c221239c0de1f09,140,1,87.32,2,3,2,232,At Risk
811304598ea0c428e694dd8a6ded84d1,198,1,245.35,1,3,4,134,Lost
81147d80da983d1e3dfdb790f6060efc,116,1,73.77,3,3,2,332,Loyal Customers
81158f4b6c7e435523e87b28358dd55f,28,1,54.22,4,3,1,431,Loyal Customers
8115d0cc7c08310f8892c84fd64da3d8,244,1,151.58,1,3,3,133,Lost
8117d08aa8872ba4d8660d2b6c33c72a,102,1,48.13,3,3,1,331,Loyal Customers
811b12780dc60c0a4554d92353878a99,139,1,53.23,2,3,1,231,Can't Lose Them
811c084bafb5d1ddcb9359ee13d71a36,175,1,69.41,2,3,2,232,At Risk
811c8afc0c386eaaa5e62ef0735a02d2,222,1,82.23,1,3,2,132,Lost
811dbd93ca80a655bef10c57d80b0fc4,19,1,228.96,4,3,4,434,Champions
81225433fe3a6874317ba614698deeec,40,1,55.05,4,3,1,431,Loyal Customers
8124800ff4040590e23ea89b8c4440fd,23,1,56.99,4,3,1,431,Loyal Customers
8125090a4744adfbe6d3940abeeb859b,71,1,74.51,3,3,2,332,Loyal Customers
812570c83feb2a2bcec548ddc36b0d0b,111,1,50.13,3,3,1,331,Loyal Customers
8126a0eb31c9c5129c70320c79e37fef,232,1,224.12,1,3,4,134,Lost
812886b70c5584fc028811f11a1ee2bf,98,1,610.0,3,3,4,334,Loyal Customers
81289e1391c93ec72b21c3ab59b5feee,29,1,286.6,4,3,4,434,Champions
812a63ff144b41eb8a0a01ed1b654056,18,1,179.22,4,3,3,433,Champions
812ae5f51087e46a1c491e95d3baf5e6,67,1,52.58,4,3,1,431,Loyal Customers
812af03c6f56c8e902c5f018c142c4f9,174,1,233.99,2,3,4,234,At Risk
812d2ce75e6313ab48b13ecd9d4b7fb4,214,1,88.16,1,3,2,132,Lost
812db10465ec8fed84262db66f615f87,113,1,169.51,3,3,3,333,Loyal Customers
812de05e2de8e3b58816cff12a1302f1,129,1,89.47,3,3,2,332,Loyal Customers
812eae943fb8d191851edb5039b93aed,121,1,92.5,3,3,2,332,Loyal Customers
8130a950fdc7369a2ffa922a542a7ad5,36,1,92.15,4,3,2,432,Loyal Customers
813196414bd13deb67a676510c2cee36,147,1,58.26,2,3,1,231,Can't Lose Them
81322889d3baf9fef4282fe5e8a58c00,137,1,110.0,2,3,2,232,At Risk
813383030172c9bce8bd0c669ba166d2,77,1,195.3,3,3,3,333,Loyal Customers
81341fe38e3655b59db49c85c8d23d5b,44,1,85.71,4,3,2,432,Loyal Customers
81375b1d0de1916253f403aafdc810a7,112,1,1043.12,3,3,4,334,Loyal Customers
81391dccf0ddecf22324b3ed34008079,154,1,21.04,2,3,1,231,Can't Lose Them
8139939fe8f3d94899a1579656353a08,219,1,146.15,1,3,3,133,Lost
813d879c483a0aba3c6aa0c9622c585c,171,1,314.57,2,3,4,234,At Risk
813e3fa26f6fe35d81bdc9fa82c0111a,100,1,77.42,3,3,2,332,Loyal Customers
813ee016af3782ec4c37a1d24fe4bb24,113,1,52.92,3,3,1,331,Loyal Customers
81434b9d10a7796f96c83d3b6695016a,12,1,91.03,4,3,2,432,Loyal Customers
8144d579d4e4aeb84033488716fcea97,155,1,57.29,2,3,1,231,Can't Lose Them
8145f5c24cdd15584a4add4ae6ae5157,233,1,100.22,1,3,2,132,Lost
814605f2161337c56520639099b0199f,62,1,337.44,4,3,4,434,Champions
81481335ea9181565d978b1943ce5f4f,232,1,102.26,1,3,2,132,Lost
814b41afcb94cb533af057e10587da20,181,1,68.39,2,3,2,232,At Risk
814cd71fa02d9328b0c1a0b4ab0b433c,114,1,199.08,3,3,4,334,Loyal Customers
814d433efda6ac4b0859b5a71aac64c8,136,1,38.29,2,3,1,231,Can't Lose Them
814ef258c4e3cf5d8687d5a6d13d5b13,68,1,453.13,4,3,4,434,Champions
814fe50852ab4b281eb92a353442483a,204,1,32.1,1,3,1,131,Lost
814fe5f156da3ce3123ead086048e852,203,1,26.35,1,3,1,131,Lost
8153bf38caa53372d335a611651d7ae1,188,1,177.42,2,3,3,233,At Risk
8156312633461c3ae6e53e1df5c03083,117,1,137.81,3,3,3,333,Loyal Customers
8157642468eca9d6ee5563b2a55d7b86,34,1,117.71,4,3,3,433,Champions
81593938cf7e6d2bd4a440fa02911be7,138,1,96.43,2,3,2,232,At Risk
815a5ec9b3714f461749e76844c5a8ff,103,1,489.44,3,3,4,334,Loyal Customers
815a680608ecf58bb28d25fbb5c82ec5,35,1,28.51,4,3,1,431,Loyal Customers
815f25ed71c02df6cf2d51943aff8e54,130,1,76.36,3,3,2,332,Loyal Customers
816158478235fe7cc485d5ef205cb37c,141,1,95.4,2,3,2,232,At Risk
8165ad99aa3f293fd8c487e18e8c1d68,148,1,211.75,2,3,4,234,At Risk
816642e9995c2461f2172469e78c7370,227,1,213.58,1,3,4,134,Lost
8168b5079d6ea023893d64ff63f7c4c7,75,1,28.3,3,3,1,331,Loyal Customers
8168eb2d364979841e0133f256eee535,33,1,87.07,4,3,2,432,Loyal Customers
8169a69c3e79ec22ca2c6ff602d68520,140,1,72.76,2,3,2,232,At Risk
816aa111712a2cf1be607a062914e6ec,241,1,83.7,1,3,2,132,Lost
816b2a113af5fdab13acb5d51b471913,18,1,137.03,4,3,3,433,Champions
816cad5b6c83e24c31f8f68063b060c9,228,1,191.49,1,3,3,133,Lost
816d4cd64d43fd04e499508c50e2ed9a,42,1,169.6,4,3,3,433,Champions
816d92a88a9564253b9b3ec7e346c255,234,1,55.01,1,3,1,131,Lost
81713b2f519b62832d79a3df8a6814a4,146,1,32.06,2,3,1,231,Can't Lose Them
817221d10fd8831a6a1357cf8fb5fd61,98,1,952.1999999999999,3,3,4,334,Loyal Customers
81726f29e5d81a08428ffbce39728692,214,1,551.32,1,3,4,134,Lost
8172842da78a488cb74d25ea99c0b656,191,1,233.83,1,3,4,134,Lost
8172f8287e371eb951d98d374c65131b,227,1,55.69,1,3,1,131,Lost
8173274b8440c95342eaf3e7cbae101b,189,1,43.0,1,3,1,131,Lost
8173731cfd6e1b3cf14eb346dbb2b3a3,98,1,38.13,3,3,1,331,Loyal Customers
8175104820147d905fdea1fe123f69f7,195,1,46.69,1,3,1,131,Lost
8175b179573109f5fffbc355e691ba2e,203,1,138.09,1,3,3,133,Lost
81772c512e346e43fbd7cc81f60b7af6,148,1,192.55,2,3,3,233,At Risk
81774f458697acd21ab7e2ecc86720a9,159,1,106.67,2,3,2,232,At Risk
8179ac0bb632704ff51d60a196e441a4,203,1,142.01,1,3,3,133,Lost
8179ff67fa0372e2cbc68facbb47ff62,104,1,64.23,3,3,2,332,Loyal Customers
817a121930279f106d917613b3efa66b,203,1,189.37,1,3,3,133,Lost
817a3322ad71f73a2bd444f27583b4e6,212,1,51.53,1,3,1,131,Lost
817b60b1eb3a1cffa66753a501a4987f,104,1,233.92,3,3,4,334,Loyal Customers
817c0a5bba6ada57e5de2262bee76be6,15,1,32.43,4,3,1,431,Loyal Customers
817f8876b6620f0d7d57d36409e93230,136,1,818.4,2,3,4,234,At Risk
818152a30285089f1b46dc548a601c71,189,1,36.84,1,3,1,131,Lost
8181a8f18604ee6fc011afabf08fefde,180,1,71.96,2,3,2,232,At Risk
8181e01938f34902ad6d883bf57f803d,122,1,77.38,3,3,2,332,Loyal Customers
8182c1f56f172c70d84e6b1efe03465a,106,1,212.88,3,3,4,334,Loyal Customers
8183bc209961160c9462b9007e7ae910,119,1,104.46,3,3,2,332,Loyal Customers
8183f63b81a2f6a9c37d7e3f283e9ed0,86,1,125.04,3,3,3,333,Loyal Customers
81864c463601e799c3a8dffa8f9681a8,239,1,56.6,1,3,1,131,Lost
81873ffff1e5af1536b3a98f13d8c558,197,1,38.05,1,3,1,131,Lost
8188c6a1010d4c1a47201638633841dd,149,1,72.24,2,3,2,232,At Risk
818aa1212d9e31bf20f835eef11cffdd,185,1,135.39,2,3,3,233,At Risk
818b02531726186e24f2e19a6de1b712,19,1,133.14,4,3,3,433,Champions
818c378ba7cd2f369e62b855795e8392,159,1,173.26,2,3,3,233,At Risk
818ea6be22d3705222cd97ea34e3f7bd,185,1,29.74,2,3,1,231,Can't Lose Them
81904fe0847fa79d876547cd0c859156,196,1,450.53,1,3,4,134,Lost
81921bafc07562f0142847712f79bf7d,47,1,73.01,4,3,2,432,Loyal Customers
8192d45a95ffb68fa65b27e08522eeb9,208,1,76.08,1,3,2,132,Lost
8193ad96bbfedb190cb2ed97d48bfb85,86,1,167.02,3,3,3,333,Loyal Customers
81959f2d6b540243ccac326d082d4af3,151,1,65.13,2,3,2,232,At Risk
8196bd96182b01ed80b2927b8a3ccb71,147,1,349.7,2,3,4,234,At Risk
81982ee862da4aba30be66bf27406df2,140,1,187.11,2,3,3,233,At Risk
81983eb8597592809b5b10a7fe53d97f,106,1,215.98,3,3,4,334,Loyal Customers
8198f185b4b0aa7deea981ca451b1b1b,212,1,96.22,1,3,2,132,Lost
819b0aa9b717f6d78c0f72211bafebe3,70,1,109.35,3,3,2,332,Loyal Customers
819cbd55a98fda9364f7241bc8336a14,27,1,43.34,4,3,1,431,Loyal Customers
819de07331adbd18c444712e08d51dc3,50,1,157.48,4,3,3,433,Champions
819de25ead97f171c5aca3e76048c843,187,1,1325.44,2,3,4,234,At Risk
819f448337cc569605146b74bb45ee6d,79,1,27.3,3,3,1,331,Loyal Customers
81a205d31dfa6c690e259d839d78727d,13,1,160.12,4,3,3,433,Champions
81a315648c210ed8d08450ba7e830139,146,1,149.65,2,3,3,233,At Risk
81a3e7cd170e78eb9298e035f5afbcba,19,1,176.88,4,3,3,433,Champions
81a4c194b713c267cca9d68e81b2a672,45,1,66.53,4,3,2,432,Loyal Customers
81a4fec9d1b3fc489c2357e7f24cc528,147,1,270.99,2,3,4,234,At Risk
81a788bcab6b11f15c3dce69b69d83fb,150,1,37.38,2,3,1,231,Can't Lose Them
81a82901839c23acc4de55eb6bd08a2f,46,1,188.18,4,3,3,433,Champions
81a9409f95b016ac318a250b96465548,134,1,139.16,2,3,3,233,At Risk
81a968e11737ed91c8092a82a7b19203,131,1,47.61,3,3,1,331,Loyal Customers
81aacb01330a99ba172ab125371d356c,84,1,201.45,3,3,4,334,Loyal Customers
81abafc6b0432b81518f8ea7ce955077,20,1,139.01,4,3,3,433,Champions
81ac2682a2b8aef4195465492dd0f14c,27,1,39.48,4,3,1,431,Loyal Customers
81af6d23c8d9d71ef6b7a7d011c8f1c6,18,1,68.35,4,3,2,432,Loyal Customers
81afed8247ed97666d7b8e7408463781,72,1,138.84,3,3,3,333,Loyal Customers
81b19d2deb2e6a0bb045072ac3bee91e,119,1,103.99,3,3,2,332,Loyal Customers
81b25721acd083b954318dccbb8d9095,43,1,139.88,4,3,3,433,Champions
81b305536a2f14bebe526bec02449c97,81,1,388.74,3,3,4,334,Loyal Customers
81b3290979f53b17749b77be9fc82279,67,1,218.49,4,3,4,434,Champions
81b645548b83aa9c8f177f5509d54cfd,123,1,45.34,3,3,1,331,Loyal Customers
81b9ba290aa678e3b563af21d7b93b20,230,1,221.35,1,3,4,134,Lost
81ba0a992fd95a42c29937beac0c3232,40,1,104.4,4,3,2,432,Loyal Customers
81ba16005b845b1e6b32ec1b425c5ca8,23,1,107.41,4,3,2,432,Loyal Customers
81bb108bff287a2e98e16008e1ce9128,173,1,471.35,2,3,4,234,At Risk
81bd3b2c556601d86de4719371ca7ae0,65,1,137.29,4,3,3,433,Champions
81be06e75bf1452c084bed698f89af1e,167,1,378.39,2,3,4,234,At Risk
81bebc06bc7bb674fa6353451be2a23b,96,1,227.83,3,3,4,334,Loyal Customers
81c19ba9169b16ec020f789b0e05b677,230,1,56.5,1,3,1,131,Lost
81c3c727d0aff97c26d22458874e3b75,241,1,45.48,1,3,1,131,Lost
81c40aa1c457eedcbf99ad628af078f4,61,1,335.73,4,3,4,434,Champions
81c41a9e63c59e933b90b72e8a65f1b3,139,1,112.9,2,3,3,233,At Risk
81c68cd9f45038a8fb5ad8b119130111,185,1,17.68,2,3,1,231,Can't Lose Them
81c6ab437fe90b28b08c3da8d1d12694,176,1,148.49,2,3,3,233,At Risk
81c919be7bba7184cb1cd8dc446c2e31,168,1,30.69,2,3,1,231,Can't Lose Them
81cee629e18a05e1b07469e13bdffc5d,211,1,70.02,1,3,2,132,Lost
81d2735c182aa1e22506ec0a4d4995a4,189,1,210.6,1,3,4,134,Lost
81d403f18add253c6ed54f5105cf07c1,151,1,194.02,2,3,3,233,At Risk
81d57cbc974b1173a56a8eac72e8c9ee,189,1,91.86,1,3,2,132,Lost
81d88de363d7b38da09c6600a7993d7f,21,1,302.37,4,3,4,434,Champions
81d8e3b6ba54d1dcc3f78a4099d2a192,39,1,45.78,4,3,1,431,Loyal Customers
81ddb4bb77adfff778e39bff62e51c28,144,1,120.8,2,3,3,233,At Risk
81de0f49e5ce04655d8ea24b3239cc80,244,1,107.94,1,3,2,132,Lost
81df28f929296b9240d2dfb837ccfd5e,25,1,40.25,4,3,1,431,Loyal Customers
81df85472a415076704347302d743ea3,201,1,101.36,1,3,2,132,Lost
81e0228f8bd56ff52f1f494cf52f25d1,117,1,299.74,3,3,4,334,Loyal Customers
81e08b08e5ed4472008030d70327c71f,135,1,692.18,2,3,4,234,At Risk
81e25bfc02fbc899c8f1110e1b6f28de,104,1,207.46,3,3,4,334,Loyal Customers
81e3412d8de66dd89f48a7ce6fab8fbd,172,1,335.04,2,3,4,234,At Risk
81e58748fd88658cd29a87a52d64f7d1,34,1,545.28,4,3,4,434,Champions
81e59183c23c411880fcbdcb19637687,138,1,149.26,2,3,3,233,At Risk
81e617c9dfd26bc29c2e733dda649a8b,138,1,75.24,2,3,2,232,At Risk
81e6dcb18ef7a826576876d2f21756ab,18,1,253.68,4,3,4,434,Champions
81e7a069c22d320446440504743833dc,224,1,319.11,1,3,4,134,Lost
81e881760435735cbc7c5c9861d70b27,68,1,97.65,4,3,2,432,Loyal Customers
81e90e05ec48bb929c239b13a0b96394,25,1,104.2,4,3,2,432,Loyal Customers
81e968a75b2d12bccd71f79ed5490731,111,1,1100.24,3,3,4,334,Loyal Customers
81e9bd827a271d51b86bd4f0099c652b,34,1,52.93,4,3,1,431,Loyal Customers
81ecd7b8e6f4573f09fa46dab2354060,183,1,125.52,2,3,3,233,At Risk
81ed477e10452817996fe3602e75b3cb,18,1,135.98,4,3,3,433,Champions
81edbbaf61c94df705ad3330ea0fb7cd,132,1,182.42,2,3,3,233,At Risk
81ee76008781c1b3a72263621e06d5da,21,1,355.04,4,3,4,434,Champions
81ee77ee8d1e9675aa596585f370c795,72,1,35.84,3,3,1,331,Loyal Customers
81ef50fbfd524d47bdf3346454a908af,20,1,206.14,4,3,4,434,Champions
81f010586b721342420324aa202e0c87,195,1,339.63,1,3,4,134,Lost
81f10b625ff76949f3d454776b55ce31,217,1,415.78,1,3,4,134,Lost
81f145ce1cdec04d38be7be6611f2f10,24,1,1361.92,4,3,4,434,Champions
81f19f3d4fca0f3a2360f1aa2f369f11,160,1,34.23,2,3,1,231,Can't Lose Them
81f23b87c6d4f9f35623839be4c81a06,15,1,934.25,4,3,4,434,Champions
81f49a0bc228fb20bc73f85ed36a0c0b,214,1,135.0,1,3,3,133,Lost
81f8204c7b60cd52de8b41af67772d4b,14,1,38.27,4,3,1,431,Loyal Customers
81f83454520b2f21689bc76d2d19a6b2,125,1,45.39,3,3,1,331,Loyal Customers
81fabe977218400e510cb1790a2d2635,137,1,756.83,2,3,4,234,At Risk
81fbbce08531c4ba0446abd69996acc3,36,1,124.85,4,3,3,433,Champions
81fc34430fe53bb8eb3b8de3481e0353,234,1,14.78,1,3,1,131,Lost
81fcd802d74cece79db578cf4bb3b9ba,18,1,50.73,4,3,1,431,Loyal Customers
81fd1ce2b33c53efbe7ee0003dd52009,120,1,161.55,3,3,3,333,Loyal Customers
81ff308d29074038f8d342f9c4462ab5,209,1,87.36,1,3,2,132,Lost
81ff89d07f81125f4c3d1d570b49e826,103,1,61.83,3,3,1,331,Loyal Customers
8205033143e83aeee71e4df23fedc372,8,1,95.76,4,3,2,432,Loyal Customers
82051ce87c5771da69cc903239d13ffc,125,1,51.96,3,3,1,331,Loyal Customers
8209a3936175e3005c195b126952c392,152,1,200.74,2,3,4,234,At Risk
820a174cb0897977268e5a8400aa7d53,125,1,114.23,3,3,3,333,Loyal Customers
820b5dadc730944903ac204cc797a441,186,1,2020.48,2,3,4,234,At Risk
820ce34afc3dd20ca42a649b9104336a,234,1,115.5,1,3,3,133,Lost
820cedae2b3e3671ecca1bfd514e9002,216,1,173.27,1,3,3,133,Lost
820de2e9858a6b2cc4d6100007592252,20,1,157.24,4,3,3,433,Champions
820e141efe617d74379e4e05836806f4,123,1,217.57,3,3,4,334,Loyal Customers
820f5eb4c2ed16c96bccf47e7b21f44d,147,1,57.06,2,3,1,231,Can't Lose Them
821208246445cf31f4aae41554db9df1,176,1,46.69,2,3,1,231,Can't Lose Them
8212e78cced469979b64d5ae33585470,132,1,585.12,2,3,4,234,At Risk
82141426f5565b47a8b8433342024da7,40,1,222.87,4,3,4,434,Champions
8215609ee059d8fee1f6faafa0308041,106,1,40.23,3,3,1,331,Loyal Customers
82161fa730414d7236334ed880197d6b,37,1,57.87,4,3,1,431,Loyal Customers
821655ab2e1dee407394c784caea8de0,231,1,137.99,1,3,3,133,Lost
8216dbb58369d7e43239401a4a9e4f0b,13,1,209.52,4,3,4,434,Champions
82187afcec1f653bd7424ab915194a0a,176,1,90.24,2,3,2,232,At Risk
82189789fcc0955a1f54c4b48c171652,47,1,155.95,4,3,3,433,Champions
8218a4be21e32df9c2fc3231c48f5279,28,1,46.29,4,3,1,431,Loyal Customers
8218f3aa0d0025daa5ca56fbc3a237fe,242,1,170.4,1,3,3,133,Lost
821997e264d6487e3ca1bf6df9983a68,127,1,68.22,3,3,2,332,Loyal Customers
8219dbbbff05552e56dabd762e39de3a,206,1,839.28,1,3,4,134,Lost
821a7275a08f32975caceff2e08ea262,152,1,92.36,2,3,2,232,At Risk
821cfae6c6dc3f7fa663f1716f837f0e,43,1,106.95,4,3,2,432,Loyal Customers
821ea76972cd17c9b58d81015b797451,185,1,84.64,2,3,2,232,At Risk
821ed4f4420cc9916a15dc29515ec0de,141,1,151.12,2,3,3,233,At Risk
82217a7ab915ad5b9bb04c51e92e29dc,122,1,313.53,3,3,4,334,Loyal Customers
8223cced69cfc254c7f0946a0c08d6d5,118,1,124.04,3,3,3,333,Loyal Customers
822457b288aad37ed215d904b6f06068,190,1,226.88,1,3,4,134,Lost
82246fa860dbc4d1e81654bb922253de,107,1,69.9,3,3,2,332,Loyal Customers
82259ff3376efc103845f4f1568e910e,245,1,179.04,1,3,3,133,Lost
8229657fd11afc46e7e8c6be1636c80c,107,1,39.58,3,3,1,331,Loyal Customers
8229f2587547772e502374973b00ae95,77,1,470.95,3,3,4,334,Loyal Customers
822a469c601a7639db315155a642410d,112,1,87.32,3,3,2,332,Loyal Customers
822a47d8360c4c5a75af684ecbe5c9e0,108,1,51.79,3,3,1,331,Loyal Customers
822a6d94daa01784546c234b769fa0ca,108,1,152.77,3,3,3,333,Loyal Customers
822b0a7c92b1dbaa4006e1d12d1f649d,232,1,70.57,1,3,2,132,Lost
822b106b017e5ae01b0122083c013fcb,47,1,66.58,4,3,2,432,Loyal Customers
822f09a9859163e0f042c9fb35a02b19,218,1,36.78,1,3,1,131,Lost
822f4e63656257d01644abf5ea76623e,192,1,174.88,1,3,3,133,Lost
82300dcbb75ec16bd16ef80e319ce42d,165,1,42.69,2,3,1,231,Can't Lose Them
82327c1ab34296fb922e0aafe52d40a6,134,1,238.32,2,3,4,234,At Risk
823351b897393a675931edfd08e301b4,84,1,501.1,3,3,4,334,Loyal Customers
8234b853cf9ba4cee25fea1fe9ab0f50,83,1,379.18,3,3,4,334,Loyal Customers
8234f3b810971f0c280a3d0d7988fffe,13,1,96.95,4,3,2,432,Loyal Customers
8235352de660467c26016a0a8e7eff8a,225,1,158.3,1,3,3,133,Lost
82358934501f09788dcec9c2b01f86c7,51,1,153.82,4,3,3,433,Champions
8237cee61c92196c2722acf5ed10368d,126,1,45.39,3,3,1,331,Loyal Customers
82394d9ee9f28882adb2888d34b4d164,164,1,107.16,2,3,2,232,At Risk
823ad0d5432f4992ce749eac3ed94b52,70,1,468.63,3,3,4,334,Loyal Customers
823b016f05d9078ff1956dc216da4e07,215,1,186.94,1,3,3,133,Lost
823c735d2299e974e39e525cf1125d56,56,1,65.12,4,3,2,432,Loyal Customers
823c81b03ff5876452eded3ea6d9ac44,230,1,1366.04,1,3,4,134,Lost
